         3132994 function calls (3026944 primitive calls) in 45.850 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.003    0.000    2.109    0.211 npyimpl.py:336(numpy_ufunc_kernel)
     1074    0.003    0.000    0.008    0.000 compiler_machinery.py:432(get)
      104    0.003    0.000    0.169    0.002 iostream.py:471(flush)
       18    0.003    0.000    1.063    0.059 codegen.py:723(add_ir_module)
      939    0.003    0.000    0.004    0.000 cpu_options.py:131(__init__)
      253    0.003    0.000    0.013    0.000 instructions.py:30(descr)
      378    0.003    0.000    0.033    0.000 values.py:1090(__str__)
      253    0.003    0.000    0.019    0.000 builder.py:31(wrapped)
      100    0.003    0.000    1.257    0.013 function_base.py:4990(<listcomp>)
      112    0.003    0.000    0.047    0.000 base.py:55(_select_compatible)
     1814    0.003    0.000    0.003    0.000 abstract.py:92(__init__)
      392    0.003    0.000    0.030    0.000 instructions.py:177(__init__)
      292    0.003    0.000    0.008    0.000 bytecode.py:184(next)
      279    0.003    0.000    0.005    0.000 byteflow.py:1325(append)
      128    0.003    0.000    0.004    0.000 {method 'sort' of 'list' objects}
     2235    0.003    0.000    0.003    0.000 functions.py:262(key)
       13    0.003    0.000    0.006    0.000 ir_utils.py:2006(raise_on_unsupported_feature)
      700    0.003    0.000    0.004    0.000 value.py:81(__init__)
      527    0.003    0.000    0.004    0.000 common.py:9(_decode_string)
      491    0.003    0.000    0.005    0.000 values.py:1025(__init__)
  685/617    0.003    0.000    0.004    0.000 types.py:127(__eq__)
      592    0.003    0.000    0.003    0.000 instructions.py:658(<listcomp>)
      112    0.003    0.000    0.054    0.000 base.py:48(_find)
      279    0.003    0.000    0.020    0.000 byteflow.py:276(dispatch)
      237    0.003    0.000    0.114    0.000 errors.py:508(__init__)
      382    0.003    0.000    0.031    0.000 ffi.py:216(close)
  161/127    0.003    0.000    0.758    0.006 <frozen importlib._bootstrap>:1022(_find_and_load)
       13    0.003    0.000    0.013    0.001 bytecode.py:206(__init__)
      238    0.003    0.000    0.006    0.000 numpy_support.py:276(supported_ufunc_loop)
       26    0.003    0.000    0.013    0.000 analysis.py:291(dead_branch_prune)
      932    0.003    0.000    0.004    0.000 message.py:479(set_raw)
   126/97    0.003    0.000    0.090    0.001 base.py:529(get_function)
      220    0.003    0.000    0.004    0.000 models.py:103(traverse_types)
      414    0.003    0.000    0.017    0.000 ir.py:862(__str__)
    96/17    0.003    0.000    0.006    0.000 sre_compile.py:87(_compile)
   202/27    0.003    0.000    4.827    0.179 lowering.py:616(lower_assign)
      722    0.003    0.000    0.004    0.000 numpy_support.py:86(from_dtype)
     1889    0.003    0.000    0.003    0.000 {method 'update' of 'dict' objects}
      106    0.003    0.000    0.003    0.000 threading.py:236(__init__)
     2507    0.003    0.000    0.003    0.000 multiarray.py:498(can_cast)
       73    0.003    0.000    0.386    0.005 <frozen importlib._bootstrap_external>:950(get_code)
       72    0.003    0.000    0.194    0.003 module.py:11(parse_assembly)
   232/57    0.003    0.000    0.307    0.005 context.py:415(_load_builtins)
      738    0.003    0.000    0.004    0.000 builder.py:241(position_at_end)
      100    0.003    0.000    1.389    0.014 utils.py:11(gridfromcorn)
      136    0.003    0.000    0.004    0.000 __init__.py:211(matches)
      190    0.003    0.000    0.014    0.000 instructions.py:531(descr)
      536    0.003    0.000    0.004    0.000 controlflow.py:600(push_state)
      357    0.003    0.000    0.003    0.000 pprint.py:107(__init__)
      173    0.003    0.000    0.004    0.000 pathlib.py:56(parse_parts)
  621/571    0.003    0.000    0.068    0.000 ir_utils.py:1520(guard)
       29    0.003    0.000    0.003    0.000 {method 'findall' of 're.Pattern' objects}
     2608    0.003    0.000    0.003    0.000 ir.py:271(__contains__)
      171    0.003    0.000    0.248    0.001 templates.py:1097(_init_once)
      227    0.003    0.000    0.004    0.000 typeof.py:67(_typeof_buffer)
      170    0.003    0.000    0.020    0.000 instructions.py:669(__init__)
      160    0.003    0.000    0.003    0.000 types.py:170(__init__)
      558    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:404(parent)
      216    0.003    0.000    0.059    0.000 lowering.py:1462(delvar)
      113    0.002    0.000    0.046    0.000 values.py:970(descr_prototype)
      227    0.002    0.000    0.006    0.000 api.py:194(typeof)
      180    0.002    0.000    0.050    0.000 builder.py:875(call)
      198    0.002    0.000    0.005    0.000 inspect.py:2913(__init__)
     1594    0.002    0.000    0.002    0.000 {method 'decode' of 'bytes' objects}
      364    0.002    0.000    0.003    0.000 warnings.py:477(__exit__)
      100    0.002    0.000    0.003    0.000 stride_tricks.py:416(_broadcast_shape)
     1871    0.002    0.000    0.002    0.000 {method 'keys' of 'dict' objects}
      364    0.002    0.000    0.003    0.000 warnings.py:458(__enter__)
      253    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
      204    0.002    0.000    0.002    0.000 api.py:952(_builtin_function_type)
       13    0.002    0.000    0.088    0.007 inline_closurecall.py:82(run)
       26    0.002    0.000    0.004    0.000 ir_utils.py:1541(build_definitions)
     1020    0.002    0.000    0.003    0.000 controlflow.py:94(add_node)
      279    0.002    0.000    0.033    0.000 interpreter.py:1638(_dispatch)
       58    0.002    0.000    0.006    0.000 ir_utils.py:1566(find_callname)
      618    0.002    0.000    0.006    0.000 types.py:27(as_pointer)
        1    0.002    0.002    1.376    1.376 utils.py:17(coswindowback)
      322    0.002    0.000    0.018    0.000 builder.py:281(goto_entry_block)
       76    0.002    0.000    0.048    0.001 <frozen importlib._bootstrap>:921(_find_spec)
      418    0.002    0.000    0.005    0.000 threading.py:1169(is_alive)
      202    0.002    0.000    0.050    0.000 lowering.py:1416(storevar)
      637    0.002    0.000    0.003    0.000 builder.py:204(function)
      234    0.002    0.000    0.041    0.000 analysis.py:71(fix_point)
      392    0.002    0.000    0.006    0.000 values.py:1155(_format_name)
      318    0.002    0.000    0.002    0.000 {built-in method jaxlib.xla_extension.collect_garbage}
       30    0.002    0.000    0.128    0.004 callconv.py:562(call_function)
      190    0.002    0.000    0.023    0.000 builder.py:922(gep)
      457    0.002    0.000    0.028    0.000 inline_closurecall.py:1490(list_var_used)
      237    0.002    0.000    0.006    0.000 typeinfer.py:1180(check_var)
      443    0.002    0.000    0.008    0.000 instructions.py:121(descr_arg)
      988    0.002    0.000    0.003    0.000 os.py:758(decode)
     2398    0.002    0.000    0.002    0.000 {built-in method builtins.ord}
      938    0.002    0.000    0.009    0.000 controlflow.py:101(add_edge)
      341    0.002    0.000    0.015    0.000 compiler_lock.py:15(release)
      558    0.002    0.000    0.013    0.000 _collections_abc.py:904(__iter__)
      494    0.002    0.000    0.007    0.000 os.py:674(__getitem__)
      392    0.002    0.000    0.007    0.000 context.py:250(_get_attribute_templates)
      124    0.002    0.000    0.007    0.000 packer.py:170(_build_unflatten_code)
      342    0.002    0.000    0.006    0.000 ir.py:1102(define)
       77    0.002    0.000    0.005    0.000 typed_passes.py:663(select_template)
      306    0.002    0.000    0.216    0.001 utils.py:333(disp_len)
      206    0.002    0.000    0.187    0.001 utils.py:143(inner)
        7    0.002    0.000    1.947    0.278 npyimpl.py:230(_build_array)
       13    0.002    0.000    0.005    0.000 interpreter.py:496(peep_hole_call_function_ex_to_call_function_kw)
      136    0.002    0.000    0.004    0.000 misc.py:90(__init__)
      999    0.002    0.000    0.003    0.000 imputils.py:37(decorate)
      370    0.002    0.000    0.002    0.000 {method 'getvalue' of '_io.StringIO' objects}
      490    0.002    0.000    0.003    0.000 models.py:673(get_field_position)
      375    0.002    0.000    0.008    0.000 typeinfer.py:54(add_type)
      772    0.002    0.000    0.002    0.000 types.py:205(__new__)
      260    0.002    0.000    0.004    0.000 __init__.py:108(read)
      278    0.002    0.000    0.003    0.000 utils.py:215(__init__)
       19    0.002    0.000    0.003    0.000 types.py:555(_to_string)
     1856    0.002    0.000    0.002    0.000 postproc.py:190(<genexpr>)
      414    0.002    0.000    0.004    0.000 builder.py:264(goto_block)
      362    0.002    0.000    0.003    0.000 ir.py:1036(__init__)
     1324    0.002    0.000    0.002    0.000 {method 'split' of 'str' objects}
      171    0.002    0.000    0.035    0.000 extending.py:205(decorate)
      171    0.002    0.000    0.009    0.000 lowering.py:380(<listcomp>)
      411    0.002    0.000    0.005    0.000 dataclasses.py:1211(is_dataclass)
      405    0.002    0.000    0.002    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     13/2    0.002    0.000    8.729    4.365 typed_passes.py:363(run_pass)
      884    0.002    0.000    0.002    0.000 lowering.py:302(typeof)
      203    0.002    0.000    0.006    0.000 {method 'any' of 'numpy.generic' objects}
     1791    0.002    0.000    0.002    0.000 functions.py:249(<genexpr>)
      184    0.002    0.000    0.011    0.000 misc.py:61(literal)
      424    0.002    0.000    0.013    0.000 compiler_machinery.py:201(add_pass)
      207    0.002    0.000    0.550    0.003 templates.py:607(generic)
      259    0.002    0.000    0.022    0.000 models.py:629(get)
      494    0.002    0.000    0.003    0.000 os.py:754(encode)
      227    0.002    0.000    0.003    0.000 module.py:138(add_global)
      336    0.002    0.000    0.019    0.000 ssa.py:300(on_assign)
        7    0.002    0.000    0.784    0.112 arrayobj.py:3888(_empty_nd_impl)
      802    0.002    0.000    0.014    0.000 ir_utils.py:2191(<listcomp>)
      646    0.002    0.000    0.003    0.000 {built-in method builtins.max}
      325    0.002    0.000    0.002    0.000 controlflow.py:87(__init__)
      246    0.002    0.000    0.003    0.000 traceback.py:232(clear_frames)
      663    0.002    0.000    0.003    0.000 cpu_options.py:180(encode)
      300    0.002    0.000    0.017    0.000 functools.py:818(dispatch)
      363    0.002    0.000    0.009    0.000 warnings.py:165(simplefilter)
    39/18    0.002    0.000    0.004    0.000 ssa.py:378(_find_def_from_top)
      468    0.002    0.000    0.003    0.000 ir.py:236(fixup)
      104    0.002    0.000    0.148    0.001 threading.py:288(wait)
      393    0.002    0.000    0.003    0.000 ir.py:854(__init__)
      341    0.002    0.000    0.013    0.000 compiler_lock.py:11(acquire)
      143    0.002    0.000    0.013    0.000 controlflow.py:660(_find_loops)
      114    0.002    0.000    0.446    0.004 typeinfer.py:699(__call__)
      102    0.002    0.000    0.003    0.000 std.py:1460(format_dict)
      296    0.002    0.000    0.003    0.000 pathlib.py:621(__str__)
      173    0.002    0.000    0.006    0.000 pathlib.py:569(_parse_args)
      204    0.002    0.000    0.013    0.000 fromnumeric.py:2307(any)
      124    0.002    0.000    0.016    0.000 __init__.py:379(_from_text_for)
      102    0.002    0.000    0.155    0.002 std.py:1164(__str__)
      204    0.002    0.000    0.005    0.000 numerictypes.py:356(issubdtype)
      472    0.002    0.000    0.003    0.000 templates.py:38(__init__)
     1037    0.002    0.000    0.009    0.000 context.py:494(insert_global)
      146    0.002    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:380(cache_from_source)
      293    0.002    0.000    0.022    0.000 re.py:288(_compile)
        1    0.002    0.002    0.002    0.002 lapack.py:968(_compute_lwork)
    61/59    0.002    0.000    0.540    0.009 typeinfer.py:570(__call__)
      300    0.002    0.000    0.055    0.000 functools.py:884(wrapper)
      217    0.002    0.000    0.077    0.000 targetconfig.py:187(__hash__)
     1443    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.RLock' objects}
       40    0.002    0.000    0.007    0.000 array_exprs.py:33(match)
      567    0.002    0.000    0.002    0.000 context.py:59(__len__)
       29    0.002    0.000    0.009    0.000 textwrap.py:422(dedent)
      294    0.002    0.000    0.028    0.000 module.py:240(_next)
       18    0.002    0.000    0.002    0.000 __init__.py:48(create_string_buffer)
      200    0.002    0.000    0.037    0.000 typeinfer.py:1451(typeof_assign)
      482    0.002    0.000    0.004    0.000 numpy_support.py:394(<listcomp>)
      862    0.002    0.000    0.003    0.000 byteflow.py:1300(get_inst)
      749    0.002    0.000    0.002    0.000 compiler_machinery.py:139(__init__)
      292    0.002    0.000    0.015    0.000 interpreter.py:1394(_iter_inst)
      114    0.002    0.000    0.009    0.000 values.py:794(__init__)
      303    0.002    0.000    0.003    0.000 numeric.py:1873(isscalar)
       13    0.002    0.000    0.016    0.001 config.py:92(update)
       13    0.002    0.000    0.219    0.017 interpreter.py:1299(interpret)
       26    0.002    0.000    0.003    0.000 ir_utils.py:536(remove_dels)
      193    0.002    0.000    0.035    0.000 context.py:263(resolve_getattr)
      937    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
       24    0.002    0.000    0.005    0.000 pythonapi.py:167(__init__)
     1300    0.002    0.000    0.002    0.000 compiler_machinery.py:41(name)
      183    0.002    0.000    0.002    0.000 misc.py:113(__init__)
      234    0.002    0.000    0.003    0.000 posixpath.py:140(basename)
     1191    0.002    0.000    0.002    0.000 context.py:22(__init__)
       96    0.002    0.000    0.006    0.000 copy.py:66(copy)
      985    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
      117    0.002    0.000    0.043    0.000 analysis.py:60(compute_live_map)
      102    0.002    0.000    0.287    0.003 std.py:348(print_status)
      491    0.002    0.000    0.035    0.000 values.py:976(<genexpr>)
      772    0.002    0.000    0.002    0.000 npytypes.py:461(key)
       78    0.002    0.000    0.013    0.000 typeinfer.py:217(__call__)
     1092    0.002    0.000    0.002    0.000 types.py:246(wrap_constant_value)
      719    0.002    0.000    0.002    0.000 inspect.py:2962(<genexpr>)
  158/114    0.002    0.000    0.005    0.000 packer.py:123(_assign_names)
      195    0.002    0.000    0.003    0.000 inspect.py:66(get_annotations)
      102    0.002    0.000    0.002    0.000 std.py:188(__format__)
      246    0.002    0.000    0.005    0.000 utils.py:31(erase_traceback)
